company_index,description,business_tags,sector,category,niche,selected_labels,primary_label,confidence,source,method,timestamp,api_calls,reasoning,validation_type
8191,"Preferred is a sand producer and technology company that specializes in high-quality silica sand and gravel, as well as proppant technology. Our facilities in Genoa and Monahans produce regional sands and coated proppants for a variety of oil and gas basins across the United States. We have been a leader in the frac sand industry for over a decade by delivering data-driven, sustainable technologies and better service. Our Monahan facility is the only operational in-basin coating plant in the Permian Basin, which allows us to benefit from the proppante industry's localization strategy and reduce costs and logistics for our customers. We also offer industry-leading resin coated products such as DustPRO.","['Proppant Technology', 'Technology Company', 'Frac Sand Production', 'Innovative Data-driven Solutions', 'Regional Sands', 'Oil and Gas Producing Basins', 'Resin Coated Sand', 'Silica Sand', 'Localization Strategies', 'Silica Sand and Gravel']",Manufacturing,"Minerals, Earths & Ores",Industrial Sand Mining,['Sand and Gravel Mining'],Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:49:47.611683,2,"The company's core business revolves around mining and producing silica sand and gravel, specifically frac sand for oil/gas applications. All other labels represent ancillary construction, installation, or consulting services not central to their revenue model. Their business tags and description consistently emphasize sand production as the primary activity.",positive
1422,"Oster Sand Gravel is a stone and concrete dealer located in Canton, Ohio. They specialize in providing top-quality sandstone, limestone, and gravel for new construction and remodeling projects. With over 38 years of experience, they offer reliable and timely delivery of materials based on customer requirements and budget. Their inventory includes gravel, sand, paving, asphalt, and washed sand and gravel. Oster SandGravel caters to contractors, builders, and homeowners in the Canton area.","['Construction Materials Supplier', 'Natural Sandstone Supplier', 'Stone and Gravel Supplier', 'Handmade Quality Concrete Stone Products', 'On-time Delivery']",Manufacturing,"Minerals, Earths & Ores",Construction Sand and Gravel Mining,['Sand and Gravel Mining'],Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:51:13.740868,2,"The company's core business involves extracting and supplying raw construction materials like sandstone, limestone, and gravel, directly aligning with the 'Construction Sand and Gravel Mining' industry niche. Business tags confirm their role as a supplier of these mined materials. Other labels describe construction services or specialized installations, but the company is a materials provider, not a service contractor.",positive
6902,"Weatherly International plc is a British mining company that operates several copper mines in Namibia. These mines include the Matchless mine, Otjihase mine, Kombat mine, and Tschudi mine. In 2006, Weatherly acquired the operations of Ongopolo Mining & Processing Ltd, which was backed by hedge funds including RAB Capital plc and Matterhorn Investment Management, who collectively owned about one third of the company.","['Mine Development Services', 'Underground Mining', 'Copper Production', 'Mineral Exploration', 'Metal Ore Processing', 'Copper Mining Operations', 'Mining Infrastructure Development', 'Ore Concentration Services', 'Metallurgical Services', 'Mining Project Management']",Manufacturing,"Minerals, Earths & Ores","Copper, Nickel, Lead, and Zinc Mining","['Sand and Gravel Mining', 'Excavation Services', 'Industrial Machinery Installation', 'Project Management Services']",Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:51:54.432230,2,Weatherly International is fundamentally a mining company focused on extracting and processing copper ores. Its core revenue comes from operating copper mines and producing copper. 'Sand and Gravel Mining' is the closest proxy for its primary activity (metal ore mining) within the available labels. 'Excavation Services' and 'Industrial Machinery Installation' are essential supporting activities for underground mining operations. 'Project Management Services' reflects their development of mining ,positive
4082,"FX Minerals Group, formerly known as Fangshan Group, is a globally integrated supplier of refractory grade bauxite, with over 25 years of experience in fulfilling the product requirements of customers of different scales across six continents. They are the only Chinese supplier that is vertically integrated from mining to processing to supplying customers directly, handling everything in-house. Their expertise and scale allow them to deliver products that meet the stringent quality and timeline requirements of refraction material makers worldwide.","['Vertically Integrated Supplier', 'Processing Services', 'Aggregates Supplier', 'Direct Supply to Customers', 'Crushed and Broken Limestone Mining', 'Refractory Grade Bauxite Manufacturer', 'Bauxite Refractories Supplier', 'Packing Items Supplying Services', 'Manufacturer', 'Global Refractories Supply', 'Refractory Materials Supplier in Asia', 'Vert Integration Services', 'Mining and Processing', 'Mining Services']",Manufacturing,"Minerals, Earths & Ores",Industrial Sand Mining,"['Sand and Gravel Mining', 'Mining Services']",Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:53:28.249147,2,"FX Minerals Group's core business involves mining refractory grade bauxite and limestone, processing these minerals, and supplying them globally. The 'Sand and Gravel Mining' label directly aligns with their mineral extraction activities (bauxite/limestone), which share similar operational risks with sand/gravel mining. 'Mining Services' is secondary due to their vertically integrated model that includes extraction and processing services. Other labels represent ancillary activities (e.g., insta",positive
197,"The Aggregates Bid Network is a company that operates in the aggregates industry. They provide bid information on construction bids, government bids, and procurement solicitations for various projects such as RFPs, RFQs, and RFIs. The company is involved in the removal and construction of new cast-in-place concrete decks, removal of existing deck bridges, and reconstruction of existing cast-ins-place decks, as well as asphalt overlay work. They also offer services such as pavement patching, curb and gutter removal and replacement, sidewalk removal and replace, pavement marking, and sign installation. Additionally, they provide oil, seal, and resurface services.","['Government Bids', 'Aggregate Industry Information Provider', 'Procurement Solicitations Information Provider', 'Bidding Information Services for Construction Projects']",Manufacturing,"Minerals, Earths & Ores",Crushed and Broken Limestone Mining and Quarrying,['Sand and Gravel Mining'],Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:55:30.593091,2,"The company's core business is providing bid information services specifically for the aggregates industry (crushed stone, limestone, sand/gravel sectors), not performing physical construction or trade services. They monetize access to procurement data for mining/quarrying projects.",positive
6955,"The company is a business that specializes in treasure hunting, particularly in the counties of North Wales, Hampshire, Somerset, Dorset, North Devon, South Devon and Cornwall, as well as London and Avon. They offer tips and advice on how to find specific types of stones and treasure in various locations.","['Exclusive Drops', 'Stone Finding Services', 'Treasure Hunting Services']",Manufacturing,"Minerals, Earths & Ores",Dimension Stone Mining and Quarrying,['Fishing and Hunting Services'],Fishing and Hunting Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:56:11.309964,2,"The company's core business is treasure hunting and stone finding services, which directly aligns with the 'hunting' aspect of this label. They are paid to locate valuable natural resources/artifacts through exploration activities, not extraction or consulting. The industry context (Dimension Stone Mining) suggests mineral-focused hunting, but their service is discovery rather than active mining operations.",positive
1953,"Nordisk Perlite ApS is a company that specializes in the production and distribution of perlite, a type of clay used for thermal insulation and filtration. Perlite, also known as perlite or perlit, is used as a soil substrate and is commonly used in the filture of diesel fuel. The company offers perlite as a filter aid, filturing with perlite and disposal, as well as for insulation and heat insulation.","['Chemical Manufacturing', 'Unlaminated Plastics Profile Shape Manufacturing', 'Manufacturing', 'Core Insulation with Perlites', 'Filtration System Perlite', 'Lightweight Fillers']",Manufacturing,"Minerals, Earths & Ores",Ground or Treated Mineral and Earth Manufacturing,"['Chemical Manufacturing', 'Core Insulation with Perlites', 'Filtration System Perlite', 'Lightweight Fillers']",Chemical Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:57:18.235990,2,"Nordisk Perlite's core business involves processing raw perlite ore through expansion (a thermal treatment process) to create specialized products. While perlite is a mineral, its industrial processing aligns with chemical manufacturing due to material transformation risks. Secondary labels reflect key application markets explicitly stated in their business tags.",positive
9373,"Natural Mountain Minerals is a California-based company that supplies Black Magic, a biochar fly ash soil amendment. Biochar is a low-cost soil amendment product made from the charcoal byproduct of wood-fueled power plants that burn various wood products. Natural Mountain Mineral offers two delivery options for their product: direct delivery to the customer's farm with the application being done by them or entering into a lease agreement with the Hawes Community Farming Program. Biocharc is a beneficial, low-Cost soil amendment that contains carbon, calcium, magnesium, sodium, potassium, and phosphorus, making it an effective soil amendment when applied properly. The company provides information on the chemical breakdown and estimated cost of the ingredients used in the product, as well as the potential nutritional benefits of using it.","['Black Magic Supplier', 'Biochar Fly Ash Soil Amendment', 'Wood-fueled Power Plants Byproduct']",Manufacturing,"Minerals, Earths & Ores",Ground or Treated Mineral and Earth Manufacturing,"['Ground or Treated Mineral and Earth Manufacturing', 'Minerals, Earths & Ores', 'Manufacturing']",Ground or Treated Mineral and Earth Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T16:58:03.980249,2,The company's core business involves processing industrial byproducts (biochar fly ash) into a commercial soil amendment product. They manufacture a treated mineral/earth product rather than providing services. The industry context explicitly matches this label.,positive
5294,Anse Materials Holdings is a joint venture between Blackacre LLC and Anse Ingredients LLC. The company specializes in providing premium thermal and metallurgical coals and transport services.,"['Metallurgical and Thermal Coal Producer', 'Coal Transportation', 'Joint Venture']",Manufacturing,"Minerals, Earths & Ores",Crushed and Broken Limestone Mining and Quarrying,['Sand and Gravel Mining'],Sand and Gravel Mining,MEDIUM,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:00:32.281013,2,"The company's core business is coal production and transportation, aligning with mining operations. 'Sand and Gravel Mining' is the closest proxy for coal mining in the pre-filtered labels, as both involve mineral extraction. The industry context (Minerals, Earths & Ores, Crushed and Broken Limestone Mining) further supports this classification. Transportation services are integral but lack a direct label match.",positive
6764,"RGE (Royal Golden Eagle) International Group is a company that manages a diverse group of resource-based manufacturing companies with global operations. Their work involves sustainable resource development and harvesting, as well as the creation of value-added products for the global market. The company is committed to sustainable development, conservation, and community development, with a focus on benefiting the community, country, climate, customers, and the company.","['Diverse Value-added Products', 'Sustainable Harvesting of Natural Resources', 'Resource-based Manufacturing', 'Community Development', 'Harvesting Services']",Manufacturing,"Minerals, Earths & Ores",Ground or Treated Mineral and Earth Manufacturing,['Sand and Gravel Mining'],Sand and Gravel Mining,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:03:17.153987,2,"RGE's core business is resource-based manufacturing in the Minerals, Earths & Ores sector, specifically ground/treated mineral production. The description emphasizes 'Sustainable Harvesting of Natural Resources' and 'Resource-based Manufacturing,' with industry context confirming mineral processing. 'Sand and Gravel Mining' directly aligns with mineral extraction—the foundational activity enabling their manufacturing value chain. Other labels represent ancillary services (e.g., excavation, drill",positive
6110,"GR8 Mining is a Brazilian company that specializes in the extraction and supply of unique ornamental stones for both domestic and international markets. With over 5 years of experience in the ornamental stone market, the company serves national and international customers with the best of Brazilian marble for large, medium, and small-scale projects. Their quarry, located in Caicó, Brazil, is the first of 30 quarries projected for the next 10 years, and they work with special processes to meet the diverse specificities needed by each client. GR8 Mining supplies large distributors from different parts of the world with the finest Brazilian marbles and easy flow through the ports of Pecém, Natal, and Fortaleza. The company is committed to the satisfaction of the end customer and provides natural stones for projects worldwide with excellence, including customized blocks for each client, including Laguna, a dolomite gray marble with technical characteristics similar to gray granites.","['Field-stones for Large Projects', 'Natural Stone Extraction and Commercialization', 'Mining and Quarrying', 'Sustainable Development Exploration', 'Brazilian Marble Supplier', 'Black Marble Supplier/exporter', 'Extraction Tailings for Industrial Uses', 'Technical Professionalism in Extraction Processes', 'Distribution of Ornamental Stones', 'Dolomitic Marble Products']",Manufacturing,"Minerals, Earths & Ores",Other Crushed and Broken Stone Mining and Quarrying,['Sand and Gravel Mining'],Sand and Gravel Mining,MEDIUM,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:04:40.305761,2,"GR8 Mining's core business involves extracting ornamental stones like marble through mining/quarrying operations, aligning with 'Sand and Gravel Mining' as the closest proxy for non-metallic mineral extraction. Other labels were rejected as they describe construction/installation services not mentioned in the company's activities.",positive
3451,"Ivanhoe Mines is a diversified mining company that focuses on discovering, developing, and producing critical resources for a low-carbon future. They have a portfolio of tier-one assets that provide exposure to copper, zinc, nickel, palladium, platinum, rhodium, and other green metals. The company is committed to environmental and social responsibility and aims to become a global leader in supplying essential metals for the world's growing population and transition to clean energy. The Kamoa-Kakula Copper Complex, their flagship project, is the world’s fastest-growing, highest grade, lowest carbon major copper mine. Ivanhoe's vision is to become the world leader in the supply of essential metals, and their mission is to do it with purpose, vision, and a commitment to environmental responsibility.","['Gold Mining', 'Mineral Exploration', 'Platinum Group Metals', 'Palladium Extraction', 'Exploration Licenses', 'Silver Extraction', 'Mining Project Redevelopment', 'Sub-saharan Mining Operations', 'Copper Project Development', 'Copper-germanium Mining', 'Nickel Mining', 'Zinc Extraction', 'Rhodium Production', 'Copper Discoveries']",Manufacturing,"Minerals, Earths & Ores","Copper, Nickel, Lead, and Zinc Mining","['Sand and Gravel Mining', 'Well Drilling Services', 'New Ground Excavation']",Sand and Gravel Mining,MEDIUM,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:07:50.783327,2,"Ivanhoe Mines' core business is mineral extraction and mining operations, specifically for metals like copper, nickel, and zinc. 'Sand and Gravel Mining' is the closest match for their primary activity of resource extraction, despite material differences, as it captures the fundamental mining risks. 'Well Drilling Services' aligns with their exploration activities, and 'New Ground Excavation' reflects site development for new mining projects. Other labels were rejected as they describe secondary",positive
7401,"Sannyic is an e-commerce company that specializes in the production and sales of environmentally friendly household products. They offer a wide range of products, including felt furniture pads for hardwood floors, slim minimalist wallets, and cleaning products. Their products are suitable for various applications, such as personal protection, washing products, outdoor activities, gifts, tourism, and hotels. Sannyic has professional non-woven technical support and product supply chain, and their products can be used in different industries such as Janitorial & Sanitation, Food Services & Paper, Hospital & Health Care, as well as Commercial & Construction. The company is committed to providing high-quality products and services, and they value integrity, quality, innovation, service, and speed.","['Customized Packaging and Labeling Solutions', 'Customization Services', 'Research and Development', 'Supply Chain & Manufacturing', 'OEM/ODM Services', 'Felt Furniture Pads for Hardwood Floors', 'Professional Non-woven Technical Support', 'Environmentally Friendly Products', 'Special Sizes, Colors, and Matches', 'Custom Orders', 'Private Labeling Services', 'E-commerce Company']",Manufacturing,Fabric-Based Home Goods,Nonwoven Fabric Mills,"['Textile Manufacturing Services', 'Accessory Manufacturing', 'E-Commerce Services']",Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:10:21.484905,2,"Sannyic's core business is manufacturing nonwoven textile products (specifically felt furniture pads and custom household goods), which aligns with their industry niche as a Nonwoven Fabric Mill. They generate revenue primarily through production, customization, and OEM/ODM services. E-commerce is their sales channel, and accessory manufacturing reflects their key product category.",positive
1645,"Shaoxing Lixu Textile Co., Ltd is a foreign trade enterprise located in Shaoxing County, Zhejiang Province, China. The company specializes in the research, development, design, production, and sales of grinding MAO prints, viscose, and polyester fabric. They offer a range of products including microfiber and rayon.","['MAO Prints Grinding', 'Viscose Fabrics', 'Design and Production', 'Research and Development', 'Polyester Fabrics', 'Foreign Trade Enterprise', 'Textile Manufacturing']",Manufacturing,Fabric-Based Home Goods,All Other Miscellaneous Textile Product Mills,['Textile Manufacturing Services'],Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:12:48.612841,2,"The company's core business involves research, development, design, production, and sales of textiles (specifically viscose and polyester fabrics), directly aligning with textile manufacturing. Business tags explicitly include 'Textile Manufacturing,' and the industry context confirms fabric-based manufacturing. Other labels are either too specific (e.g., apparel/children's clothing) or unrelated (e.g., consulting, chemical manufacturing) to their primary operations.",positive
520,"Daka Intex, Ltd. is a company based in Samarkand, Uzbekistan that specializes in the production and sale of cotton yarn. They offer a range of products including cotton yarn, cotton yarn on reels, and yarn combined. The company produces high-quality cotton yarn with a linear density of Nm50/1 (Ne30/1) using modern high-tech equipment from Swiss Rieter, Jossi Vision Shield cotton cleaning technology, and Italian production of Savio winding machines.","['Textile Fibers', 'Ring Spun Yarn', 'Cotton Yarn on Reels', 'Wholesale and Retail Sales']",Manufacturing,Fabric-Based Home Goods,"Fiber, Yarn, and Thread Mills",['Textile Manufacturing Services'],Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:13:33.001558,2,"Daka Intex's core business is manufacturing cotton yarn—a foundational textile material. They get paid for producing and selling raw textile inputs (yarn on reels), not finished goods like apparel, carpets, or tents. The industry niche 'Fiber, Yarn, and Thread Mills' directly aligns with yarn production as an upstream textile manufacturing activity.",positive
7910,"TXT Zipper BD Ltd. is a fashion accessories store located in Dhaka, Bangladesh. The company specializes in offering a variety of fashion accessories.","['Manufacturing', 'Trading Combination Company', 'Zippers Manufacturer', 'Fashion Retailer', 'Complete and Scientific Quality Management System', 'Quality-oriented Production Road', 'Advanced Production Equipment', 'Invisible Zippers Manufacturer']",Manufacturing,Fabric-Based Home Goods,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","['Accessory Manufacturing', 'Textile Manufacturing Services', 'Apparel Manufacturing']",Accessory Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:14:13.175415,2,"The company's core business is manufacturing fashion accessories (specifically zippers) as stated in its description and business tags. While it operates in the broader textile/apparel supply chain and maintains quality systems, its primary revenue comes from producing physical accessories. Service-oriented labels (e.g., consulting, marketing) are support functions, not core activities.",positive
6427,"Crop Packaging Specialists is a company categorized under the farm sector. It is located in Wichita, Kansas, United States.","['Stretch Agriculture Film Distributor', 'Sisal Twine Distributor', 'Crop Packaging Specialist', 'Polypropylene Baler Twine Manufacturer']",Manufacturing,Fabric-Based Home Goods,All Other Miscellaneous Textile Product Mills,"['Polypropylene Baler Twine Manufacturer', 'Crop Packaging Specialist', 'Rope Production Services', 'Plastic Manufacturing']",Polypropylene Baler Twine Manufacturer,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:15:09.001444,2,"The company's core business involves manufacturing polypropylene baler twine and distributing crop packaging materials (stretch film, sisal twine) specifically for agricultural use. While distribution is mentioned, 'manufacturer' is explicitly stated in their tags and represents a primary revenue source. 'Crop Packaging Specialist' captures their agricultural specialization, 'Rope Production Services' aligns with twine manufacturing (twine being a type of rope), and 'Plastic Manufacturing' cover",positive
6614,"Sri Desikanathar Textiles Private Limited is a textile manufacturing company based in Dindigul, Tamil Nadu, India. Established in 1995, the company specializes in producing and exporting a premium range of woven grey fabrics, including cotton, lycra, polyester cotton, linen, and organic cotton. With a focus on quality and competitive pricing, Sri Desikanthar Textile has become a leading manufacturer in the industry. Their fabrics are available in various widths and weave designs, such as Dobby, Twill, Oxford, Drill, Satin, and Klamming Dobby. The company utilizes Tsudakoma Airjet looms and uses superior quality yarns to ensure the best weave for their customers. They prioritize world-class technology and adhere to ethical and sustainable practices in their business operations. Sri Desitanathar Private Limited has marketing centers in Bangalore, Ahmedabad, New Delhi, Mumbai, and Chennai.","['Fabric Exporting Business', 'Polypropylene Yarn Manufacturer', 'Dobby Fabrics Supplier', 'Viscose Fabrics Manufacturer', 'Woven Manufacturing', 'Lycra Fabric', 'Polyester Cotton Shirts Exporter', 'Modal Fabrics Producer', '4 Point Inspection Services']",Manufacturing,Fabric-Based Home Goods,Broadwoven Fabric Mills,"['Textile Manufacturing Services', 'Apparel Manufacturing', 'Quality Assurance Services']",Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:15:49.518269,2,"The company's core business is explicitly textile manufacturing, evidenced by its focus on producing fabrics (viscose, lycra, modal, broadwoven) and yarns. Apparel manufacturing is secondary due to their role as a polyester cotton shirts exporter. Quality assurance is included as they offer 4-point inspection services, directly supporting their manufacturing value chain.",positive
3503,Alta Costura Letty is a boutique located in Chicago that specializes in high fashion clothing. They offer a variety of clothing options for both men and women.,"['Hair Coloring Services', 'Personal Care Services', 'Hairdressing Services']",Wholesale,Fabric-Based Home Goods,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","['Boutique Services', 'Clothing Retail', 'High Fashion Retail', 'Luxury Goods Retail']",Boutique Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:16:35.220950,2,The company is explicitly described as a 'boutique' specializing in high fashion clothing retail. This directly matches Boutique Services (label #10) as the core business model. Clothing Retail (#12) and High Fashion Retail (#15) specify their product category and market positioning. Luxury Goods Retail (#20) aligns with 'high fashion' specialization. Conflicting tags (hair services) and industry context (wholesale) contradict the primary description and are disregarded as likely errors.,positive
4729,"WinProTex is an owner-managed company based in Hagen am Teutoburger Wald, Lower Saxony that specializes in the production of high-quality knitwear made from the finest materials such as cotton, cashmere, or merino wool. They offer a range of services including knitting, pre-ironing, cutting, sewing, and ironing. The company also produces baby clothes, technical textiles, homeware, quilts, blankets, pillowcases, cushions, hats, and scarves. They have five different departments that work together to create designs and programs for knitting patterns using modern design computers. WinProTex's modern knitting machines are up-to-date, and they process high-end yarns made of merino or customers' own yarns. They also offer services such as chaining and sewing by hand, and their knitwear can be purchased at fair prices.","['Cut and Sew Apparel Contractors', 'Hats & Scarves', 'Clothing Manufacturer', 'Baby Apparel', 'Cutting Services', 'Clothing Store Operation', 'Ribbons and Belts for Workwear', 'Merino Wool', 'Modern Computer Design Programs', 'Cashmere Clothing', 'GOTS Certified Raw Materials', 'Quilts, Blankets, Pillows', 'Ironing Services', 'Knit Patterns']",Manufacturing,Fabric-Based Home Goods,Knit Fabric Mills,"['Apparel Manufacturing', 'Bedding Manufacturing', ""Children's Clothing Manufacturing"", 'Accessory Manufacturing']",Apparel Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:18:49.507114,2,"The company's core business is manufacturing knitwear and apparel, as emphasized in their description of producing high-quality knitwear from materials like cotton and cashmere. Business tags directly reference Clothing Manufacturer, Cut and Sew Apparel Contractors, and Baby Apparel, confirming apparel production as the primary revenue source. Bedding Manufacturing is included due to explicit tags for Quilts, Blankets, Pillows. Children's Clothing Manufacturing and Accessory Manufacturing are se",positive
8894,"Zhongshan City Haoxing Adhesive Tape Co., Ltd is a professional manufacturer of adhesive tape, specializing in the production of sticky straps. The company offers a range of products including back adhesive buckle straps, hair rolls, hair no hair, punch-on tape, Tricholoma, magic sticks, and removal checks. They also provide information on the advantages and use of magic stickers, such as the Hohner magic sticker.","['Magic Sticks Manufacturer', 'Multicolored Nylon Tape Manufacturer', 'Test Reports', 'Hair Rolls Manufacturer', 'Talent Recruitment', 'Back Glue Adhesive Buckle Strap Manufacturer', 'Expulsion Check Manufacturer', 'Product Showcasing', 'Punched Tape Manufacturer']",Manufacturing,Fabric-Based Home Goods,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","['Adhesive Product Manufacturing', 'Sticky Tape Manufacturing', 'Industrial Adhesive Manufacturing', 'Consumer Goods Manufacturing']",Adhesive Product Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:19:30.611738,2,"The company's name, description, and business tags explicitly focus on adhesive tape products (e.g., 'sticky straps,' 'back glue adhesive buckle strap,' 'magic sticks'). Their core value proposition is manufacturing adhesive-based fastening solutions, not broader textile or home goods production. Industrial/consumer adhesive manufacturing covers their B2B and B2C applications like hair accessories.",positive
1757,"Belka Fur Factory is the oldest fur company in the Kirov region, with a history of 125 years. They offer a wide range of fur products and accessories, including fur coats, accessories, winter clothing, headwear, coats, and accessories. The company has a modern production complex for sewing fur products, departmental and special winter clothing and headwear. Belka Fur factory offers more than 500 models of 30 types of fur, from comfortable coats for everyday wear to collectible masterpieces of designer and leatherwork by ""soft gold"" artisans. They are an award-winning reliable supplier of quality fur products. The high quality of fur production depends directly on the raw materials used and the strict selection of premium leather from proven suppliers, advanced technologies for making fur, and fashion trends by colorists at Belkfabry guarantee product quality and relevance.","['Fur Studio Services', 'Headgear Manufacturer', 'Winter Semi-formal Clothing', 'Fur Products Manufacturing', 'Molded Headgear', 'Semi-Finished Products', 'Wholesale Sewing Coats']",Manufacturing,Fabric-Based Home Goods,Broadwoven Fabric Mills,"['Fur Products Manufacturing', 'Apparel Manufacturing', 'Clothing Production', 'Accessory Manufacturing', 'Headgear Manufacturer', 'Winter Clothing', 'Fur Coats']",Fur Products Manufacturing,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:20:13.803793,2,"Belka's core business is manufacturing finished fur goods. Their 125-year history, product range (fur coats, accessories, winter clothing), and explicit tags ('Fur Products Manufacturing', 'Wholesale Sewing Coats') confirm fur-specific production is their primary revenue source. Apparel/accessory labels reflect key product categories, while 'Fur Coats' and 'Winter Clothing' specify prominent outputs.",positive
7407,"Sambodhi Synthetics is a leading manufacturer of textile fabrics and synthetic fabrics, specializing in suiting and shirting fabrics. They are the largest exporter of textile products and have a range of high-quality fabrics that are in high demand in both domestic and international markets. The company's production facility has been automated to increase mass production, and they offer a variety of fabrics to meet the diverse needs of their clients. Sambodhi synthetics prides itself on the art of suit making, ensuring that their fabrics are of the highest quality.","['Textile Products Manufacturer', 'Support Services', 'Business Operations', 'Synthetic Fabric', 'Suit Fabrics']",Manufacturing,Fabric-Based Home Goods,Broadwoven Fabric Mills,['Textile Manufacturing Services'],Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:21:31.799227,2,"Sambodhi Synthetics is explicitly described as a manufacturer of textile and synthetic fabrics, specializing in suiting and shirting fabrics. Their core value proposition centers on fabric production (not end products), aligning with their 'Broadwoven Fabric Mills' industry niche. They primarily get paid for manufacturing and exporting textile fabrics, as reinforced by business tags like 'Textile Products Manufacturer' and 'Synthetic Fabric'.",positive
7673,"Neks Sp. z o.o. Laminowanie Tkanin is a company based in Poland, operating in the fields of plastic fabrication and laminating equipment supply.","['Flatbed Lamination', 'ISO 9001 Certification', 'Thermoplastic Adhesive Lamination', 'Laminated Fabrics Manufacturer', 'Flame Lamination', 'Cutting and Punching Services', 'Shape Manufacturing Services', 'Bonded Polyurethane Foams', 'Nonwovens Manufacturer', 'Plastic Fabrication Services', 'Laminating Equipment Supplier', 'Automotive Sector', 'Fabric Cutting Services for Automotive Industry', 'Hotmelt Glue Lamination', 'Full-surface Spot Laminations and Coating']",Manufacturing,Fabric-Based Home Goods,Fabric Coating Mills,"['Textile Manufacturing Services', 'Plastic Manufacturing']",Textile Manufacturing Services,HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:23:15.866341,2,"The company's core business involves laminating and coating fabrics (evident in its name 'Laminowanie Tkanin' and tags like 'Laminated Fabrics Manufacturer' and 'Nonwovens Manufacturer'). While plastic fabrication is part of their process (thermoplastic adhesives, polyurethane foams), textile transformation is the primary revenue driver through services like flame lamination and automotive fabric cutting. The industry context (Fabric Coating Mills) further confirms textile focus.",positive
130,"Shandong Wanqing Fiber Network Co., Ltd. is a Chinese company that specializes in the production and sale of various types of nets, including wind-resistant nets, safety nets, and rubber fences. The company's main products include wind-surfingers, safety net belts, safety ropes, and non-corrosive nets for agricultural use. The products are designed, researched, developed, produced, and sold as a single company, with a focus on providing high-quality products to customers.","['Bird Nets Manufacturer or Exporter/welding Supplies/welder', 'Snow Nets Manufacturer /Exporter', 'Chain Link Nets Manufacturer/exporter', 'Production', 'Safety Nets Manufacturer', 'Agriculture Nets Manufacturer/exporter']",Manufacturing,Fabric-Based Home Goods,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","['Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills', 'Textile Manufacturing Services', 'Safety Equipment Manufacturing', 'Safety Nets Manufacturer']","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",HIGH,deepseek_balanced_500_batch_2,hierarchical_deepseek,2025-06-22T17:26:12.786688,2,"The company's main business is manufacturing and exporting various nets (e.g., safety, agriculture, bird, snow, chain link) from fiber-based materials, which directly aligns with rope and cordage production. They primarily get paid for producing these textile-like products, with safety nets being a core offering. The industry niche confirms this focus, and labels are selected based on material production and key applications.",positive
